# qubo_surface v2 — parametric penalty λ (Q_ij = margin_ij + λ * Q_pen_ij)
# Package 0; M=10. Reference λ=515.36; use [ / ] in qubo_vis to rescale penalties.
39 20 19 0 61.000000000000014 515.36010240000007
-171.78670080000003 -102.61060992000003 -162.61517999999998 -43.230620160000008 -27.069419520000004 -77.460185087999989 -42.818899968000004 -10.588534320000001 -13.913303039999999 -28.571961600000002 -18.2198016 -13.587209999999999 -6.6805939200000006 -27.177081984000004 -10.468252080000001 -6.6426360000000004 -15.735283200000001 -10.898754048000002 -17.702193600000001 -11.925688320000003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-14 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 2 4 0 0 0 0 0 0 0 0 0
2 -12.000000000000002 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0 1 2 4 0 0 0 0 0 0 -1 -1 0
1 1 -11.000000000000002 2 2 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 1 2 4 0 0 0 -1 -1 -1 0 0 0
1 1 2 -13 2 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 0 0 0 0 0 1 2 4 0 0 0 0 0 0 0 0 -1
1 1 2 2 -14 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 2 4 0 0 0 0 0 0 0 0 0
1 1 1 1 1 -14 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 2 4 0 0 0 0 0 0 0 0 0
1 1 1 1 1 2 -14.000000000000002 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 2 4 0 0 0 0 0 0 0 0 0
1 1 1 1 1 1 1 -14 2 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0 1 2 4 0 0 0 0 0 0 0 0 0
1 1 1 1 1 1 1 2 -14 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0 1 2 4 0 0 0 0 0 0 0 0 0
1 1 1 1 1 1 1 1 1 -14.000000000000002 2 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 0 1 2 4 0 0 0 0 0 0 0 0 0
1 1 1 1 1 1 1 1 1 2 -14 1 1 1 1 1 1 1 1 1 0 0 1 0 0 0 0 1 2 4 0 0 0 0 0 0 0 0 0
1 1 1 1 1 1 1 1 1 1 1 -14 2 2 1 1 1 1 1 1 0 0 0 1 0 0 0 1 2 4 0 0 0 0 0 0 0 0 0
1 1 1 1 1 1 1 1 1 1 1 2 -14 2 1 1 1 1 1 1 0 0 0 1 0 0 0 1 2 4 0 0 0 0 0 0 0 0 0
1 1 1 1 1 1 1 1 1 1 1 2 2 -15 2 1 1 1 1 1 0 0 0 1 0 0 0 1 2 4 1 0 0 0 0 0 0 0 0
1 1 1 0 1 1 1 1 1 1 1 1 1 2 -14 2 1 1 1 1 0 0 0 0 1 0 0 1 2 4 1 0 0 0 0 0 0 0 1
1 1 0 1 1 1 1 1 1 1 1 1 1 1 2 -14.000000000000002 1 1 1 2 0 0 0 0 1 0 0 1 2 4 0 1 0 1 0 0 0 0 0
1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -13 2 1 1 0 0 0 0 0 1 0 1 2 4 0 0 0 0 0 0 1 0 0
1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 -14 2 1 0 0 0 0 0 1 0 1 2 4 0 0 1 0 0 0 0 1 0
1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 -14 2 0 0 0 0 0 0 1 1 2 4 0 0 1 0 1 0 0 0 0
1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 -14 0 0 0 0 0 0 1 1 2 4 0 1 0 0 0 1 0 0 0
0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 -13 2 4 0 0 0 0 0 0 0 0 0
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 2 -24 8 0 0 0 0 0 0 0 0 0
4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 0 0 0 0 0 0 0 4 8 -40 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0
0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
0 0 0 -1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0
